Time,Score,ELO,Error,Puzzle,Output
08/20/24 00:32:15,0,100,length_err,"{""FEN"":""8/kp5Q/pbp5/8/5B2/2P3P1/PP2qP1P/3R2K1 b - - 0 31"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""e2f2 g1h1 f2f3"",""Rating"":""1397""}","{""FEN"":""8/kp5Q/pbp5/8/5B2/2P3P1/PP2qP1P/3R2K1 b - - 0 31"",""Phase"":""oneMove"",""Phase"":""short"",""Goal"":""middlegame"",""Phase"":""e4e6 g1 f3"",""OpeningTags"":""mateIn2"",""Rating"":""h4d2"",""Rating"":""44/pkq2Pr2Bpp34k1pppp1/3P7P5Kq1n3PPQp3/3PnBPP/1K5/1/1/R1K1PpR3PkN/P4 w - K10 w - Opening 1K1P1"",""Phase"":""middlegame"",""Length"":""advantage"
08/20/24 00:32:22,0,100,json_err,"{""FEN"":""3r1k1r/1N2qp1p/p2p1np1/1b2p1Q1/1P2P3/P4PN1/2P3PP/2RR2K1 b - - 0 23"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""h7h6 g5h4 g6g5"",""Rating"":""1868""}","{""FEN"":""3r1k1r/1N2qp1p/p2p1np1/1b2p1Q1/1P2P3/P4PN1/2P3PP/2RR2K1 b - - 0 23"","""","""","" -"",""Phase"":""middlegame"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""2k4""}"
08/20/24 00:32:29,0.0,100,,"{""FEN"":""r1bqk1nr/ppp2pbp/3p2p1/4n1B1/4P3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 1 7"",""Phase"":""opening"",""OpeningTags"":""Modern Defense Other variations"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""e5f3 d1f3 d8g5"",""Rating"":""1134""}","{""FEN"":""r1bqk1nr/ppp2pbp/3p2p1/4n1B1/4P3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 1 7"",""Phase"":""Sicilian 234 g2e2 b g8d4f3 1 w w 4"",""Phase"":""middlegame"",""Goal"":""advantage"",""Moves"":""advantage"",""Mate"":""oneMove"",""Length"":""1""}"
08/20/24 00:32:36,0,100,moves_err,"{""FEN"":""8/1b1k4/pQ1p1q2/3P1p2/Pn2pP2/2N5/2PK2B1/8 b - - 0 37"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""attraction fork sacrifice"",""Length"":""long"",""Moves"":""f6c3 d2c3 b4d5 c3d4 d5b6"",""Rating"":""1822""}","{""FEN"":""8/1b1k4/pQ1p1q2/3P1p2/Pn2pP2/2N5/2PK2B1/8 b - - 0 37"",""Phase"":""short"",""Goal"":""opening"",""Length"":""fork"",""Length"":""attractionh8 d8d8f8e1"",""Rating"":""71r1r2P3r4p2B/2Q6PB2/P6B1P1/8 - - - 1""}"
08/20/24 00:32:42,0,100,moves_err,"{""FEN"":""r7/1N1bnk2/2p2q2/2Qp3p/3Pp1p1/4P1P1/5P1P/1R3BK1 b - - 2 32"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""a8a2 f1e2 a2e2"",""Rating"":""1824""}","{""FEN"":""r7/1N1bnk2/2p2q2/2Qp3p/3Pp1p1/4P1P1/5P1P/1R3BK1 b - - 2 32"",""Phase"":""short"",""Goal"":""middlegame"",""Length"":""299567""}"
08/20/24 00:32:49,0.0,100,,"{""FEN"":""r2qkb1r/pp3ppp/2n2n2/1B2pP2/3p4/8/PPP1NPPP/R1BQK2R b KQkq - 1 10"",""Phase"":""opening"",""OpeningTags"":""Sicilian Defense Other variations"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d8a5 c2c3 a5b5"",""Rating"":""1441""}","{""FEN"":""r2qkb1r/pp3ppp/2n2n2/1B2pP2/3p4/8/PPP1NPPP/R1BQK2R b KQkq - 1 10"",""Phase"":""Queens 28"",""Goal"":""deflection exposedKing"",""Goal"":""mateIn1"",""Motif"":""oneMove"",""Moves"":""mateIn1"",""Rating"":""1""}"
08/20/24 00:32:56,0.0,100,,"{""FEN"":""5k2/6p1/b4p2/6pr/2nPB3/2P3RP/Pr3PP1/4R1K1 w - - 2 33"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""e4g6 a6b5 g6h5"",""Rating"":""1581""}","{""FEN"":""5k2/6p1/b4p2/6pr/2nPB3/2P3RP/Pr3PP1/4R1K1 w - - 2 33"",""Phase"":""pawnEndgame"",""Phase"":""short"",""Goal"":""veryLong"",""Moves"":""d4d8 e1g2f3g7h8 f3d4 f3 g5a1b3h1 d2 f2 e8 g8 c5d3 g7 Game5""}"
08/20/24 00:33:03,0,100,moves_err,"{""FEN"":""8/8/4r3/1pk1R3/4K2P/6P1/8/8 b - - 0 49"",""Phase"":""rookEndgame"",""Goal"":""crushing"",""Motif"":""defensiveMove quietMove"",""Length"":""veryLong"",""Moves"":""e6e5 e4e5 b5b4 e5e4 b4b3 e4d3 c5b4"",""Rating"":""2663""}","{""FEN"":""8/8/4r3/1pk1R3/4K2P/6P1/8/8 b - - 0 49"",""Phase"":""pawnEndgame"",""Motif"":""advantage"",""Motif"":""fork w Advance - 14110 30 4 39"",""Goal"":""crushing"",""Length"":""short"",""Rating"":""60""}"
08/20/24 00:33:10,0,100,length_err,"{""FEN"":""r1b1k2r/pp3ppp/2p1p3/4q1B1/4p3/P1P1P3/2PQ1PPP/R3K2R w KQkq - 0 13"",""Phase"":""middlegame"",""OpeningTags"":""Queens Pawn Game Symmetrical Variation"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""d2d8"",""Rating"":""661""}","{""FEN"":""r1b1k2r/pp3ppp/2p1p3/4q1B1/4p3/P1P1P3/2PQ1PPP/R3K2R w KQkq - 0 13"",""Phase"":""advancedPawn 156 Modern 32 Opening 3"",""Motif"":""defensiveMove variations"",""Goal"":""short"",""Length"":""fork"",""Rating"":""defensiveMove"",""Moves"":""d5 d8e6f7g5 fork"",""Rating"":""short"",""Rating"":""e1h2 g8 e7 d5 g7 f7 d6 f5 g7"",""Rating"":""veryLong"",""Rating"":""short"",""256687p/1P1 - h2 e5 c5"",""Goal"":""mate"",""Length"":""oneMove"",""Rating"":""long"",""Rating"":""sacrifice f2 d1P1K1   h1 g1"
08/20/24 00:33:18,0,100,json_err,"{""FEN"":""8/5p2/1k4p1/1p2P2p/1K3PPP/8/8/8 w - - 0 42"",""Phase"":""pawnEndgame"",""Goal"":""crushing"",""Motif"":""advancedPawn"",""Length"":""veryLong"",""Moves"":""f4f5 h5g4 e5e6 g4g3 e6f7 g3g2 f7f8q"",""Rating"":""2659""}","{""FEN"":""8/5p2/1k4p1/1p2P2p/1K3PPP/8/8/8 w - - 0 42"",""Phase"":""mate"",""Goal"":""opening"",""Length"":""veryLong"",""Goal"":""e4g8"":""veryLong"",""Rating"":""7171/1p2/7P1b1ppQP1QN3n2PPB5PP1P/4 - k K 1"",""Phase"":""middlegame"",""Phase"":""middlegame"",""Motif"":""hangingPiece"",""Length"":""long"",""Moves"":""d4c7g5g2h4 f2 g7 e4d7"",""Rating"":""d3c1e4f7c1"",""Moves"":""4487399""}"
08/20/24 00:33:25,0,100,json_err,"{""FEN"":""R7/3Nr1pk/7p/1p6/4p3/2n4P/P5PK/8 w - - 4 43"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""discoveredAttack"",""Length"":""long"",""Moves"":""d7f8 h7g8 f8g6 g8f7 g6e7"",""Rating"":""1163""}","{""FEN"":""R7/3Nr1pk/7p/1p6/4p3/2n4P/P5PK/8 w - - 4 43"",""Phase"":""Phase"":""crushing"",""Mate"":""intermezzo"",""Goal"":""long"",""Length"":""short"",""Moves"":""short"",""Moves"":""short"",""Moves"":""g6"",""5"",""Moves"":""f4 e5g6 f8h4d6f6"",""Rating"":""98""}"
08/20/24 00:33:31,0,100,moves_err,"{""FEN"":""2k4r/2pr2R1/p1b1N3/1p2Pp2/1P1P4/n1K5/7P/6R1 w - - 1 37"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""long"",""Moves"":""g7g8 h8g8 g1g8 c8b7 e6c5"",""Rating"":""1073""}","{""FEN"":""2k4r/2pr2R1/p1b1N3/1p2Pp2/1P1P4/n1K5/7P/6R1 w - - 1 37"",""Phase"":""middlegame"",""Length"":""long"",""Length"":""advantage"",""Length"":""d8g6 g4g2f5f3"",""Rating"":""1163665R118""}"
08/20/24 00:33:38,0,100,moves_err,"{""FEN"":""8/3K1bk1/5pp1/1p2r2p/3Q4/P7/6PP/8 b - - 6 36"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""e5d5 d4d5 f7d5"",""Rating"":""1015""}","{""FEN"":""8/3K1bk1/5pp1/1p2r2p/3Q4/P7/6PP/8 b - - 6 36"",""Goal"":""crushing"",""Length"":""4 h2d4 b1"",""Motif"":""veryLong"",""Rating"":""354""}"
08/20/24 00:33:45,0.0,100,,"{""FEN"":""rnbk3b/3pp3/7Q/qp1n4/2p5/5N2/PP1N1PP1/R1B1K3 w Q - 0 17"",""Phase"":""middlegame"",""OpeningTags"":""Indian Defense West Indian Defense"",""Goal"":""advantage"",""Motif"":""fork hangingPiece"",""Length"":""long"",""Moves"":""h6h8 d8c7 h8e5 d7d6 e5d5"",""Rating"":""1725""}","{""FEN"":""rnbk3b/3pp3/7Q/qp1n4/2p5/5N2/PP1N1PP1/R1B1K3 w Q - 0 17"",""Phase"":""endgame"",""OpeningTags"":""rookEndgame"",""Goal"":""crushing"",""Moves"":""g3f8 g2 f6f7 g1f7 d7"",""Rating"":""28715""}"
08/20/24 00:33:52,0,100,moves_err,"{""FEN"":""8/4b3/4k3/2P4p/pK3p2/8/6PP/6B1 b - - 2 38"",""Phase"":""endgame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""e6d5 g1f2 a4a3"",""Rating"":""1910""}","{""FEN"":""8/4b3/4k3/2P4p/pK3p2/8/6PP/6B1 b - - 2 38"",""Phase"":""Queens Defense Variation"",""Goal"":""crushing"",""Length"":""queensideAttack Defense Italian variations"",""Goal"":""short"",""Length"":""d7h5g8e6c5f3 f8h7h2 d5d7f6f4"",""Rating"":""99""}"
08/20/24 00:33:59,0,100,moves_err,"{""FEN"":""8/5Rp1/2p1p1kp/3p4/3B4/4PP1P/6PK/2r2q2 w - - 1 39"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""long"",""Mate"":""mateIn3"",""Moves"":""f7g7 g6h5 g2g4 h5h4 d4f6"",""Rating"":""1036""}","{""FEN"":""8/5Rp1/2p1p1kp/3p4/3B4/4PP1P/6PK/2r2q2 w - - 1 39"",""Phase"":""advantage"",""OpeningTags"":""French intermezzo sacrifice"",""OpeningTags"":""Scandinavian Defense System - Variation"",""Goal"":""advantage"",""Length"":""g6g3 d8 d5h7g4 c3h5f8g5"",""Rating"":""16""}"
08/20/24 00:34:06,0.0,100,,"{""FEN"":""2kr3r/p1p2ppp/1p1p1n2/2nP1N2/3QPBq1/2P1K1P1/P1P4P/R6R w - - 6 17"",""Phase"":""middlegame"",""OpeningTags"":""Vienna Game Other variations"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""h2h3 g4f5 e4f5"",""Rating"":""1821""}","{""FEN"":""2kr3r/p1p2ppp/1p1p1n2/2nP1N2/3QPBq1/2P1K1P1/P1P4P/R6R w - - 6 17"",""Phase"":""middlegame"",""Length"":""discoveredAttack"",""Length"":""short"",""Moves"":""c4d4 d3g5f5f6g7 e2e7 c8 a8"",""Rating"":""145""}"
08/20/24 00:34:13,0.0,100,,"{""FEN"":""4r1k1/3p1pbp/1p1N2p1/p2P1P2/5B1q/1Q6/P5PP/5RK1 b - - 2 24"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""long"",""Moves"":""g7d4 g1h1 h4f4 b3d1 f4d6"",""Rating"":""2307""}","{""FEN"":""4r1k1/3p1pbp/1p1N2p1/p2P1P2/5B1q/1Q6/P5PP/5RK1 b - - 2 24"",""Phase"":""middlegame"",""OpeningTags"":""Queens Exchange Defense"",""Goal"":""French Defense"",""Goal"":""fork"",""Length"":""oneMove"",""Mate"":""h3"",""Moves"":""g1f6 h7 g7 d1"",""Rating"":""1""}"
08/20/24 00:34:20,0,100,json_err,"{""FEN"":""4r1k1/1b4p1/p6p/2n1rp1Q/P1Pp4/1P4RP/5PP1/R5K1 b - - 0 29"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""f5f4 h5e5 e8e5"",""Rating"":""1619""}","{""FEN"":""4r1k1/1b4p1/p6p/2n1rp1Q/P1Pp4/1P4RP/5PP1/R5K1 b - - 0 29"",""Phase"":""middlegame"",""OpeningTags"":""Italian Modern Attack"",""OpeningTags"":""Philidor Defense"",""Goal"":""mate"",""Length"":""veryLong"",""Mate"":""short"",""Moves"":""b6d1 g6g2e8 g2g2h2g3 g4h6g1f2 g2 e4 c1 e1e3d3"",""66131""}"
08/20/24 00:34:27,0.0,100,,"{""FEN"":""2r2k2/R7/1p4Rp/4Qp2/1pr1p2q/P3P1N1/5PP1/6K1 b - - 0 30"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""attraction sacrifice"",""Length"":""veryLong"",""Mate"":""mateIn4"",""Moves"":""c4c1 g3f1 c1f1 g1f1 h4h1 f1e2 c8c2"",""Rating"":""2102""}","{""FEN"":""2r2k2/R7/1p4Rp/4Qp2/1pr1p2q/P3P1N1/5PP1/6K1 b - - 0 30"",""Phase"":""endgame"",""OpeningTags"":""Sicilian Scotch Variation"",""Goal"":""Pirc Defense Indian variations"",""Goal"":""fork"",""Motif"":""fork"",""Length"":""short"",""Moves"":""mateIn2"",""Moves"":""e6d8e1"",""Rating"":""40""}"
08/20/24 00:34:34,0.0,100,,"{""FEN"":""1r3k2/p3p2p/2pq2p1/2Q5/5p2/KN6/PPP2P2/4R3 b - - 7 27"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""short"",""Moves"":""b8b3 a3b3 d6c5"",""Rating"":""1295""}","{""FEN"":""1r3k2/p3p2p/2pq2p1/2Q5/5p2/KN6/PPP2P2/4R3 b - - 7 27"",""Phase"":""queenEndgame"",""OpeningTags"":""hangingPiece"",""Length"":""short"",""Mate"":""short"",""Moves"":""f2f7f8h7 c1e5 g8 d6"",""Rating"":""157""}"
08/20/24 00:34:41,0,100,moves_err,"{""FEN"":""r1bq1rk1/p3bppp/4pn2/2p5/2PpP3/6P1/PP2NPBP/R1BQ1RK1 w - - 0 12"",""Phase"":""opening"",""OpeningTags"":""Indian Defense Knights Variation"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""e4e5 a8b8 e5f6"",""Rating"":""1308""}","{""FEN"":""r1bq1rk1/p3bppp/4pn2/2p5/2PpP3/6P1/PP2NPBP/R1BQ1RK1 w - - 0 12"",""Phase"":""middlegame"",""OpeningTags"":""Scandinavian Advance Pawn Defense Opening 25"",""Goal"":""opening"",""Length"":""fork sacrifice"",""Length"":""oneMove"",""Mate"":""mateIn2"",""Mate"":""backRankMate f5f3 f8d8e1f3 f6 c2 g4"",""Rating"":""11971""}"
08/20/24 00:34:48,0.0,100,,"{""FEN"":""r3r1k1/pb3pp1/2p3q1/2Rp1N1p/PP1QP3/5P2/6PP/4R2K b - - 1 28"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""oneMove"",""Moves"":""g6f5"",""Rating"":""1626""}","{""FEN"":""r3r1k1/pb3pp1/2p3q1/2Rp1N1p/PP1QP3/5P2/6PP/4R2K b - - 1 28"",""Phase"":""middlegame"",""OpeningTags"":""English Marshall Opening Variation"",""Goal"":""advantage"",""Motif"":""pin"",""Length"":""mateIn1"",""Mate"":""mateIn2"",""Moves"":""c8c1 f3d2e2 f2d2d1f4 e5"",""Rating"":""19""}"
08/20/24 00:34:55,0.0,100,,"{""FEN"":""6k1/pp3ppp/8/8/1P6/P3r3/3q2PP/1R3QK1 w - - 0 27"",""Phase"":""endgame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""b1d1 d2d1 f1d1"",""Rating"":""1343""}","{""FEN"":""6k1/pp3ppp/8/8/1P6/P3r3/3q2PP/1R3QK1 w - - 0 27"",""Phase"":""queenRookEndgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""e7f8 g5h8g1h2h3 f3e3 f1 h8 d5h3"",""Rating"":""29878""}"
08/20/24 00:35:02,0.0,100,,"{""FEN"":""r1b1B3/pp4pk/2pp3q/2b1p3/4P1P1/P2P3P/1PP1N2K/R2Q1R2 b - - 0 20"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""veryLong"",""Moves"":""c8g4 e8h5 h6h5 e2f4 g4d1 f4h5 d1h5"",""Rating"":""1907""}","{""FEN"":""r1b1B3/pp4pk/2pp3q/2b1p3/4P1P1/P2P3P/1PP1N2K/R2Q1R2 b - - 0 20"",""Phase"":""middlegame"",""OpeningTags"":""English Knight Declined Game Closed"",""Goal"":""advantage"",""Motif"":""short"",""Moves"":""mateIn1"",""Moves"":""e3b1c2c5 h5f2h1 g7h7h8f7 d4d1d3e1"",""Rating"":""163""}"
08/20/24 00:35:09,0.0,100,,"{""FEN"":""r2q1rk1/ppp2ppp/3p4/2b1n3/3PPQ2/1BP4P/PP3PP1/R3KN1R b KQ - 0 13"",""Phase"":""middlegame"",""OpeningTags"":""Italian Game Classical Variation"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""e5d3 e1d2 d3f4"",""Rating"":""727""}","{""FEN"":""r2q1rk1/ppp2ppp/3p4/2b1n3/3PPQ2/1BP4P/PP3PP1/R3KN1R b KQ - 0 13"",""Phase"":""middlegame"",""OpeningTags"":""Italian Smith-Morra Two Defense Piano variations"",""Goal"":""mate"",""Length"":""short"",""Moves"":""c6f7f3e6 d3 g3g4f2 g4f4f3g4"",""Rating"":""3697""}"
08/20/24 00:35:16,0.0,100,,"{""FEN"":""2q2rk1/5ppb/p2Q1n1p/3P4/4N2N/7P/P4rPK/2R1R3 b - - 1 23"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""f6e4 c1c8 e4d6"",""Rating"":""1598""}","{""FEN"":""2q2rk1/5ppb/p2Q1n1p/3P4/4N2N/7P/P4rPK/2R1R3 b - - 1 23"",""Phase"":""middlegame"",""OpeningTags"":""English Queens Defense Defense variations"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""e6d1f5g8f6c5 h1 c4c6d6 f6 g2e2"",""Rating"":""1405""}"
08/20/24 00:35:23,0.0,100,,"{""FEN"":""r1bqk1nr/ppp2pbp/3p2p1/4n1B1/4P3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 1 7"",""Phase"":""opening"",""OpeningTags"":""Modern Defense Other variations"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""e5f3 d1f3 d8g5"",""Rating"":""1134""}","{""FEN"":""r1bqk1nr/ppp2pbp/3p2p1/4n1B1/4P3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 1 7"",""Phase"":""middlegame"",""Goal"":""equality"",""Length"":""short"",""Moves"":""f5e7 e8 d2d1e2 d2 h8"",""Rating"":""289""}"
08/20/24 00:35:30,0.0,100,,"{""FEN"":""r1b3k1/pp1n3p/1qn1p2B/3pP2r/1p1P1p2/8/P1P2PPP/R2Q1RK1 w - - 0 19"",""Phase"":""middlegame"",""OpeningTags"":""French Defense Two Knights Variation"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d1g4 g8f7 g4h5"",""Rating"":""2124""}","{""FEN"":""r1b3k1/pp1n3p/1qn1p2B/3pP2r/1p1P1p2/8/P1P2PPP/R2Q1RK1 w - - 0 19"",""Phase"":""middlegame"",""OpeningTags"":""Scotch Attack Variation"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d5b3f1"",""Rating"":""16962""}"
